,Tag,Message_stop,Message_length_stop,Number_count
374,1,"Thanks Ringtone Order, Reference T91. You charged GBP 4 per week. You unsubscribe anytime calling customer services 09057039994",127,14
375,0,Can say happen,14,0
376,0,You could seen me..i did't recognise Face.:),44,0
377,0,Well there's lot things happening Lindsay New years *sighs* Some bars Ptbo blue heron something going,101,0
378,0,Keep payasam rinu brings,24,0
379,0,I taught Ranjith sir called me. So sms like that. Becaus hes verifying project. Prabu told today pa dont mistake me..,117,0
380,0,"I guess that's worried. You must know there's way body repairs itself. And i'm quite sure worry. We'll take slow. First tests, guide ovulation relax. Nothing said reason worry i.ll keep followin up.",198,0
381,0,"Yeah sure, give couple minutes track wallet",43,0
382,0,Hey leave it. big deal:-) take care.,36,0
383,0,Hey late ah... Meet 945+,24,3
384,1,"Double mins txts 4 6months FREE Bluetooth Orange. Available Sony, Nokia Motorola phones. Call MobileUpd8 08000839402 call2optout/N9DX",133,16
385,0,It took Mr owl 3 licks,22,1
386,0,Customer place call you.,24,0
387,0,Mm time dont like fun,21,0
388,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had phone 11mths ? Call MobilesDirect free 08000938767 update now! or2stoptxt,144,16
389,0,Yup lunch buffet now.. U eat already?,37,0
390,0,Huh late... Fr dinner?,22,0
391,0,Hey sat going intro pilates only? Or kickboxing too?,52,0
392,0,Morning ok.,11,0
393,0,Yes think so. I office lap room think thats last days. I didnt shut,67,0
394,0,Pick bout 7.30ish? What time going?,35,3
395,0,From The performance award calculated every two month.not current one month period..,84,0
396,0,Was actually sleeping still might u call back. So text gr8. You rock sis. Will send u text wen wake.,100,1
397,0,"You always putting business there. You put pictures ass facebook. You one open people i've ever met. Why would think picture room would hurt you, make feel violated.",165,0
398,0,"Good evening Sir, Al Salam Wahleykkum.sharing happy news.By grace God, got offer Tayseer,TISSCO joined.Hope fine.Inshah Allah,meet sometime.Rakhesh,visitor India.",162,0
399,0,Hmmm...k...but want change field quickly da:-)i wanna get system administrator network administrator..,102,0
400,1,"FREE RINGTONE text FIRST 87131 poly text GET 87131 true tone! Help? 0845 2814032 16 1st free, tones 3xå£150pw eå£nd txt stop",124,28
401,0,Dear chechi. Did talk,21,0
402,0,The hair cream shipped.,23,0
403,0,None that's happening til get though,36,0
404,0,"Yep, great loxahatchee xmas tree burning &lt;#&gt; starts hour",62,0
405,0,"Haha get used driving usf man, I know lot stoners",49,0
406,0,All well slightly disastrous class pm fav darlings! Hope day ok. Coffee wld good can't stay late tomorrow. Same time + place always?,132,0
407,0,Hello! Good week? Fancy drink something later?,46,0
408,0,Headin towards busetop,22,0
409,0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U lot thats everything missing sent via fullonsms.com,145,0
410,0,Come room point iron plan weekend,33,0
411,0,Cos want thing,14,0
412,0,"Okies... I'll go yan jiu too... We skip ard oso, go cine den go mrt one, blah blah blah...",90,0
413,0,Bring home Wendy =D,19,0
414,1,100 dating service cal;l 09064012103 box334sk38ch,49,19
415,0,Whatsup there. Dont u want sleep,32,0
416,0,Alright new goal,16,0
417,1,FREE entry å£250 weekly competition text word WIN 80086 NOW. 18 T&C www.txttowin.co.uk,86,10
418,0,"Alright, I'll head minutes, text meet",37,0
419,1,Send logo 2 ur lover - 2 names joined heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 87077 Yahoo! POBox36504W45WQ TxtNO 4 ads 150p,146,31
420,0,Yes:)from last week i'm taking live call.,41,0
421,1,Someone contacted dating service entered phone fancy you! To find call landline 09111032124 . PoBox12n146tf150p,111,19
422,0,Siva hostel aha:-.,18,0
423,1,URGENT! Your Mobile number awarded å£2000 prize GUARANTEED. Call 09058094455 land line. Claim 3030. Valid 12hrs,111,21
424,0,Send ur friends receive something ur voice..... How speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful attitude 6.romantic 7.shy 8.Attractive 9.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. reply me..,219,9
425,0,Ok. She'll ok. I guess,22,0
426,0,aathi..where dear..,19,0
427,0,Any pain urination thing else?,30,0
428,0,7 esplanade.. Do Ì_ mind giving lift cos got car today..,56,1
429,0,I wnt buy BMW car urgently..its vry urgent.but hv shortage &lt;#&gt; Lacs.there source arng dis amt. &lt;#&gt; lacs..thats prob,127,0
430,0,At home watching tv lor.,24,0
431,0,Does usually take fifteen fucking minutes respond yes question,62,0
432,1,Congrats! Nokia 3650 video camera phone Call 09066382422 Calls cost 150ppm Ave call 3mins vary mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,144,33
433,0,Booked ticket pongal?,21,0
434,0,You available now? I'm like right around hillsborough &amp; &lt;#&gt; th,72,0
435,0,The message sent askin &lt;#&gt; dollars. Shoul pay &lt;#&gt; &lt;#&gt; ?,73,0
436,0,"Ask g iouri, I've told story like ten times already",51,0
437,0,How long applebees fucking take,31,0
438,0,"Hi hope u get txt~journey hasnt gd,now 50 mins late I think.",60,2
439,0,But to. I like love arrange.,28,0
440,0,Yes..he really great..bhaji told kallis best cricketer sachin world:).very tough get out.,89,0
441,0,You supposed wake ME &gt;:(,27,0
442,0,Oic... I saw tot din c me... I found group liao...,50,0
443,0,"Sorry, I'll call later",22,0
444,0,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,66,0
445,0,"Sorry, battery died, I come I'm getting gram now, where's place?",64,0
446,0,"Well done, blimey, exercise, yeah, kinda remember wot is, hmm.",62,0
447,0,I wont get concentration dear know mind everything :-),54,0
448,0,LOL ... Have made plans new years?,34,0
449,0,10 min later k...,17,2
450,0,hanks lotsly!,13,0
451,0,Thanks hope good day today,26,0
452,0,K:)k:)what detail want transfer?acc enough?,43,0
453,0,Ok tell stay out. Yeah tough optimistic things improve month.,61,0
454,1,"Loan purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have previously refused? We still help. Call Free 0800 1956669 text back 'help'",140,19
455,0,Si si. I think ill go make oreo truffles.,41,0
456,0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",117,0
457,0,I hope that's result consistently intelligent kind. Start asking practicum links keep ears open best. ttyl,106,0
458,0,"1.20 call cost. Which guess isnt bad. Miss ya, need ya, want ya, love ya",72,3
459,0,Going thru different feeling.wavering decisions coping individual.time heal everything believe.,95,0
460,0,Where u go? My phone gonna die stay,35,0
461,0,Great. Never better. Each day gives even reasons thank God,58,0
462,1,"UpgrdCentre Orange customer, may claim FREE CAMERA PHONE upgrade loyalty. Call 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",146,13
463,0,"Sorry, I'll call later ok bye",29,0
464,0,Ok way railway,14,0
465,0,great princess! I love giving receiving oral. Doggy style fave position. How you? I enjoy making love &lt;#&gt; times per night :),130,0
466,0,They put stuff roads keep getting slippery there?,49,0
467,0,When going ride bike?,21,0
468,0,"Yup, need. I'll jus wait 4 e rain 2 stop.",41,2
469,0,There many company. Tell language.,34,0
470,1,okmail: Dear Dave final notice collect 4* Tenerife Holiday #5000 CASH award! Call 09061743806 landline. TCs SAE Box326 CW25WX 150ppm,132,24
471,0,"How long since screamed, princess?",34,0
472,0,"Nothing. I meant money enters account here, bank remove flat rate. Someone transfered &lt;#&gt; account &lt;#&gt; dollars got removed. So banks differ charges also differ.be sure trust 9ja person sending account details cos...",226,1
473,1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join UK's largest Dogging Network txting MOAN 69888Nyt. ec2a. 31p.msg@150p,149,13
474,0,Nice line said broken heart- Plz cum 1 times infront me... Other wise I trust U... Good 9t:),92,2
475,0,Ok I'm gonna head usf like fifteen minutes,42,0
476,0,Love aathi..love u lot..,24,0
477,0,Tension ah?what machi?any problem?,34,0
478,0,"K, I pick another 8th done?",27,1
479,0,When're guys getting back? G said thinking staying mcr,54,0
480,0,"Almost there, see u sec",23,0
481,0,"Yo carlos, friends already asking you, working weekend?",55,0
482,0,Watching tv lor...,18,0
483,0,Thank baby! I cant wait taste real thing...,43,0
484,0,You change fb jaykwon thuglyfe falconerf,40,0
485,0,If win really 1 side long time.,31,1
486,1,"FREE MESSAGE Activate 500 FREE Text Messages replying message word FREE For terms & conditions, visit www.07781482378.com",121,14
487,0,Dear reached railway. What happen,33,0
488,0,"Depends quality. If want type sent boye, faded glory, 6. If want ralphs maybe 2",79,2
489,0,I think i've fixed send test message?,37,0
490,0,"Sorry man account's dry I would, want could trade back half I could buy shit credit card",88,0
491,1,"Congrats! 1 year special cinema pass 2 yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",149,24
492,0,"Sorry,in meeting I'll call later",32,0
493,0,What class &lt;#&gt; reunion?,29,0
494,0,Are free now?can call now?,26,0
495,0,Got meh... When?,16,0
496,0,Nope... Think go monday... Sorry replied late,45,0
497,0,Some told accenture confirm. Is true.,37,0
498,0,"Kate jackson rec center 7ish, right?",36,1
499,0,Dear reache room,16,0
500,0,"Fighting world easy, u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose.",110,1
501,0,When Ì_ come out?,17,0
502,0,Check nuerologist.,18,0
503,0,Lolnice. I went fish ..water.?,30,0
504,1,+123 Congratulations - week's competition draw u å£1450 prize claim call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 150ppm,136,41
505,0,No waiting e car dat's bored wat. Cos wait outside got nothing 2 do. At home stuff watch tv wat.,96,1
506,0,"Maybe westshore hyde park village, place near house?",52,0
507,0,You know now. So how's anthony. Are bringing money. I've school fees pay rent stuff like that. Thats need help. A friend need....|,130,0
508,0,What's significance?,20,0
509,0,Your opinion me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,130,9
510,0,"8 latest, g's still scrounge ammo want give new ak try",54,1
511,0,Prabha..i'm soryda..realy..frm heart i'm sory,45,0
512,0,Lol ok forgiven :),18,0
513,0,No..jst change tat only..,25,0
514,1,"You guaranteed latest Nokia Phone, 40GB iPod MP3 player å£500 prize! Txt word: COLLECT No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",130,18
515,0,S:)no competition him.,22,0
516,1,Boltblue tones 150p Reply POLY# MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me STOP 4 tones txt MORE,131,10
517,1,Your credits topped http://www.bubbletext.com Your renewal Pin tgxxrz,69,0
518,0,"That way transport less problematic sat night. By way, u want ask n join bday, feel free. But need know definite nos booking fri.",129,0
519,0,Usually person unconscious that's children adults may behave abnormally. I.ll call,82,0
520,0,But that's ebay might less elsewhere.,37,0
521,0,Shall come get pickle,21,0
522,0,Were gonna go get tacos,23,0
523,0,"That's rude, campus?",20,0
524,1,"URGENT!: Your Mobile No. awarded å£2,000 Bonus Caller Prize 02/09/03! This 2nd attempt contact YOU! Call 0871-872-9755 BOX95QU",126,24
525,0,Hi b ard 4 christmas. But enjoy n merry x'mas.,46,1
526,1,"Today's Offer! Claim ur å£150 worth discount vouchers! Text YES 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",154,24
527,0,Yes! How pretty lady like single?,33,0
528,1,You recieve tone within next 24hrs. For Terms conditions please see Channel U Teletext Pg 750,93,5
529,0,Jay says double-faggot,22,0
530,1,PRIVATE! Your 2003 Account Statement 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,141,40
531,0,What Today-sunday..sunday holiday..so work..,44,0
532,0,Gudnite....tc...practice going,30,0
533,0,I'll late...,12,0
534,0,"I've called while. This hoping l8r malaria know miss guys. I miss Bani big, pls give love especially. Have great day.",117,1
535,0,"Good afternoon, love! How goes day ? I hope maybe got leads job. I think you, boytoy send passionate kiss across sea",116,0
536,0,"Probably gonna while, see later tonight &lt;)",45,0
537,0,Or maybe fat fingers press buttons know do.,43,0
538,0,Ummmmmaah Many many happy returns day dear sweet heart.. HAPPY BIRTHDAY dear,76,0
539,0,"I tirupur da, started office call me.",37,0
540,1,www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,91,6
541,0,"A famous quote : develop ability listen 'anything' unconditionally without losing temper self confidence, means ......... 'MARRIED'",131,0
542,0,But going college pa. What do. else ill come self. Pa.,54,0
543,0,4 oclock mine. Just bash flat plan.,35,1
544,0,This girl stay bed. This girl need recovery time. Id rather pass fun cooped bed,79,0
545,0,Then special there?,19,0
546,0,I know need get hotel now. I got invitation apologise. Cali sweet come english bloke's weddin,93,0
547,0,"Sorry took long, omw",20,0
548,0,Wait &lt;#&gt; min..,20,0
549,0,Ok give 5 minutes I think I see her. BTW alibi. You cutting hair whole time.,76,1
550,0,"Imagine finally get sink bath I put paces, maybe even eat I left ... But also imagine feel cage cock surrounded bath water, reminding always owns ... Enjoy, cuck",161,0
551,0,"Hurry up, I've weed-deficient like three days",45,0
552,0,"Sure, I get acknowledgement astoundingly tactless generally faggy demand blood oath fo",86,0
553,0,Ok. Every night take warm bath drink cup milk see work magic. You still need loose weight. Just know,100,0
554,0,IÛ÷ll look frying pan case itÛ÷s cheap book perhaps. No thatÛ÷s silly frying pan isnÛ÷t likely book,103,0
555,0,O. Well uv causes mutations. Sunscreen like essential thesedays,63,0
556,0,Having lunch:)you online?why?,29,0
557,0,I know friend already told that.,32,0
558,0,Hi Princess! Thank pics. You pretty. How you?,45,0
559,0,"Aiyo... U always c ex one... I dunno abt mei, reply... First time u reply fast... Y lucky workin huh, got bao ur sugardad ah...gee..",132,0
560,0,Hi msg me:)i'm office..,23,0
561,0,Thanx 4 e brownie v nice...,27,1
562,0,Geeeee ... I love much I barely stand,37,0
563,1,GENT! We trying contact you. Last weekends draw shows å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,137,22
564,0,"Fuck babe ... I miss already, know ? Can't let send money towards net ? I need ... I want ... I crave ...",105,0
565,0,"Ill call u 2mrw ninish, address icky American freek wont stop callin 2 bad Jen k eh?",84,2
566,0,Oooh bed ridden ey? What YOU thinking of?,41,0
567,0,"So anyways, go gym whatever, love *smiles* I hope ok good day babe ... I miss much already",90,0
568,0,Love it! Daddy make scream pleasure! I going slap ass dick!,59,0
569,0,WOT U WANNA DO THEN MISSY?,26,0
570,0,Yar lor wait 4 mum 2 finish sch lunch lor... I whole morning stay home clean room room quite clean... Hee...,108,2
571,0,Do know lab goggles went,24,0
572,0,Can open door?,14,0
573,0,Waiting call.,13,0
574,0,Nope waiting sch 4 daddy...,27,1
575,1,"You ?1,000 cash ?2,000 prize! To claim, call09050000327",55,19
576,0,"I'm tired arguing week week. Do want on, i'll same.",51,0
577,0,ÌÏ wait 4 sch finish ard 5..,28,2
578,1,"mobile number å£5000, claim calls us back ring claims hot line 09050005321.",75,15
579,0,"Arngd marriage u r walkin unfortuntly snake bites u. bt love marriage dancing frnt snake &amp; sayin Bite me, bite me.",118,0
580,0,Huh early.. Then Ì_ dinner outside izzit?,41,0
581,0,Ok anyway need change said,26,0
582,1,We tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow,111,17
583,0,ex-wife able kids. Do want kids one day?,40,0
584,0,So how's scotland. Hope showing JJC tendencies. Take care. Live dream,69,0
